id,seat1,seat2,seat3,seat4,seat5,seat6,seat7,seat8,seat9,seat10,sid_id
101,60,60,60,60,60,60,60,60,60,60,8422
102,60,60,60,60,60,60,60,60,60,60,19654
103,60,60,60,60,60,60,60,60,60,60,12988
104,60,60,60,60,60,60,60,60,60,60,3180
105,60,60,60,60,60,60,60,60,60,60,19603
106,60,60,60,60,60,60,60,60,60,60,19607
107,60,60,60,60,60,60,60,60,60,60,17064
108,60,60,60,60,60,60,60,60,60,60,17063
109,60,60,60,60,60,60,60,60,60,60,19613
110,60,60,60,60,60,60,60,60,60,60,19611
111,60,60,60,60,60,60,60,60,60,60,12989
112,60,60,60,60,60,60,60,60,60,60,16210
113,60,60,60,60,60,60,60,60,60,60,19411
114,60,60,60,60,60,60,60,60,60,60,12015
115,60,60,60,60,60,60,60,60,60,60,12016
116,60,60,60,60,60,60,60,60,60,60,9650
117,60,60,60,60,60,60,60,60,60,60,12120
118,60,60,60,60,60,60,60,60,60,60,11202
119,60,60,60,60,60,60,60,60,60,60,17640
120,60,60,60,60,60,60,60,60,60,60,52994
121,60,60,60,60,60,60,60,60,60,60,7507
122,60,60,60,60,60,60,60,60,60,60,12318
123,60,60,60,60,60,60,60,60,60,60,12317
124,60,60,60,60,60,60,60,60,60,60,14311
125,60,60,60,60,60,60,60,60,60,60,14312
126,60,60,60,60,60,60,60,60,60,60,7092
127,60,60,60,60,60,60,60,60,60,60,19418
128,60,60,60,60,60,60,60,60,60,60,9430
129,60,60,60,60,60,60,60,60,60,60,4421
130,60,60,60,60,60,60,60,60,60,60,7240
131,60,60,60,60,60,60,60,60,60,60,4001
132,60,60,60,60,60,60,60,60,60,60,12276
133,60,60,60,60,60,60,60,60,60,60,12293
134,60,60,60,60,60,60,60,60,60,60,14115
135,60,60,60,60,60,60,60,60,60,60,4120
136,60,60,60,60,60,60,60,60,60,60,22442
137,60,60,60,60,60,60,60,60,60,60,4121
138,60,60,60,60,60,60,60,60,60,60,4131
139,60,60,60,60,60,60,60,60,60,60,12403
140,60,60,60,60,60,60,60,60,60,60,12294
141,60,60,60,60,60,60,60,60,60,60,4127
142,60,60,60,60,60,60,60,60,60,60,12564
143,60,60,60,60,60,60,60,60,60,60,1006
144,60,60,60,60,60,60,60,60,60,60,4115
145,60,60,60,60,60,60,60,60,60,60,4111
146,60,60,60,60,60,60,60,60,60,60,4423
147,60,60,60,60,60,60,60,60,60,60,7514
148,60,60,60,60,60,60,60,60,60,60,7512
149,60,60,60,60,60,60,60,60,60,60,4113
150,60,60,60,60,60,60,60,60,60,60,8576
151,60,60,60,60,60,60,60,60,60,60,9429
152,60,60,60,60,60,60,60,60,60,60,22639
153,60,60,60,60,60,60,60,60,60,60,16308
154,60,60,60,60,60,60,60,60,60,60,12587
155,60,60,60,60,60,60,60,60,60,60,18047
156,60,60,60,60,60,60,60,60,60,60,17225
157,60,60,60,60,60,60,60,60,60,60,17226
158,60,60,60,60,60,60,60,60,60,60,12853
159,60,60,60,60,60,60,60,60,60,60,12854
160,60,60,60,60,60,60,60,60,60,60,15098
161,60,60,60,60,60,60,60,60,60,60,15097
162,60,60,60,60,60,60,60,60,60,60,15653
163,60,60,60,60,60,60,60,60,60,60,11265
164,60,60,60,60,60,60,60,60,60,60,13138
165,60,60,60,60,60,60,60,60,60,60,11054
166,60,60,60,60,60,60,60,60,60,60,12119
167,60,60,60,60,60,60,60,60,60,60,12159
168,60,60,60,60,60,60,60,60,60,60,11406
169,60,60,60,60,60,60,60,60,60,60,12766
170,60,60,60,60,60,60,60,60,60,60,9050
171,60,60,60,60,60,60,60,60,60,60,12112
172,60,60,60,60,60,60,60,60,60,60,16343
173,60,60,60,60,60,60,60,60,60,60,16344
174,60,60,60,60,60,60,60,60,60,60,12483
175,60,60,60,60,60,60,60,60,60,60,13049
176,60,60,60,60,60,60,60,60,60,60,11057
177,60,60,60,60,60,60,60,60,60,60,13005
178,60,60,60,60,60,60,60,60,60,60,12014
179,60,60,60,60,60,60,60,60,60,60,12032
180,60,60,60,60,60,60,60,60,60,60,12013
181,60,60,60,60,60,60,60,60,60,60,12031
182,60,60,60,60,60,60,60,60,60,60,22128
183,60,60,60,60,60,60,60,60,60,60,22127
184,60,60,60,60,60,60,60,60,60,60,16723
185,60,60,60,60,60,60,60,60,60,60,16724
186,60,60,60,60,60,60,60,60,60,60,12316
187,60,60,60,60,60,60,60,60,60,60,16031
188,60,60,60,60,60,60,60,60,60,60,16032
189,60,60,60,60,60,60,60,60,60,60,12254
190,60,60,60,60,60,60,60,60,60,60,12253
191,60,60,60,60,60,60,60,60,60,60,12315
192,60,60,60,60,60,60,60,60,60,60,4422
193,60,60,60,60,60,60,60,60,60,60,4118
194,60,60,60,60,60,60,60,60,60,60,4028
195,60,60,60,60,60,60,60,60,60,60,3518
196,60,60,60,60,60,60,60,60,60,60,22406
197,60,60,60,60,60,60,60,60,60,60,14152
198,60,60,60,60,60,60,60,60,60,60,12211
199,60,60,60,60,60,60,60,60,60,60,22409
200,60,60,60,60,60,60,60,60,60,60,2398
201,60,60,60,60,60,60,60,60,60,60,5028
202,60,60,60,60,60,60,60,60,60,60,15058
203,60,60,60,60,60,60,60,60,60,60,5052
204,60,60,60,60,60,60,60,60,60,60,5036
205,60,60,60,60,60,60,60,60,60,60,5040
206,60,60,60,60,60,60,60,60,60,60,5050
207,60,60,60,60,60,60,60,60,60,60,5058
208,60,60,60,60,60,60,60,60,60,60,12444
209,60,60,60,60,60,60,60,60,60,60,12040
210,60,60,60,60,60,60,60,60,60,60,13132
211,60,60,60,60,60,60,60,60,60,60,3126
212,60,60,60,60,60,60,60,60,60,60,15622
213,60,60,60,60,60,60,60,60,60,60,15026
214,60,60,60,60,60,60,60,60,60,60,13430
215,60,60,60,60,60,60,60,60,60,60,3210
216,60,60,60,60,60,60,60,60,60,60,2394
217,60,60,60,60,60,60,60,60,60,60,2365
218,60,60,60,60,60,60,60,60,60,60,2527
219,60,60,60,60,60,60,60,60,60,60,22488
220,60,60,60,60,60,60,60,60,60,60,12428
221,60,60,60,60,60,60,60,60,60,60,3190
222,60,60,60,60,60,60,60,60,60,60,22858
223,60,60,60,60,60,60,60,60,60,60,8034
224,60,60,60,60,60,60,60,60,60,60,4403
225,60,60,60,60,60,60,60,60,60,60,12708
226,60,60,60,60,60,60,60,60,60,60,5711
227,60,60,60,60,60,60,60,60,60,60,5817
228,60,60,60,60,60,60,60,60,60,60,12885
229,60,60,60,60,60,60,60,60,60,60,12886
230,60,60,60,60,60,60,60,60,60,60,19707
231,60,60,60,60,60,60,60,60,60,60,19708
232,60,60,60,60,60,60,60,60,60,60,12356
233,60,60,60,60,60,60,60,60,60,60,12355
234,60,60,60,60,60,60,60,60,60,60,3560
235,60,60,60,60,60,60,60,60,60,60,12916
236,60,60,60,60,60,60,60,60,60,60,12915
237,60,60,60,60,60,60,60,60,60,60,3517
238,60,60,60,60,60,60,60,60,60,60,12361
239,60,60,60,60,60,60,60,60,60,60,13509
240,60,60,60,60,60,60,60,60,60,60,13507
241,60,60,60,60,60,60,60,60,60,60,3563
242,60,60,60,60,60,60,60,60,60,60,12376
243,60,60,60,60,60,60,60,60,60,60,3555
244,60,60,60,60,60,60,60,60,60,60,3511
245,60,60,60,60,60,60,60,60,60,60,3557
246,60,60,60,60,60,60,60,60,60,60,3516
247,60,60,60,60,60,60,60,60,60,60,19614
248,60,60,60,60,60,60,60,60,60,60,19612
249,60,60,60,60,60,60,60,60,60,60,12242
250,60,60,60,60,60,60,60,60,60,60,14154
251,60,60,60,60,60,60,60,60,60,60,15934
252,60,60,60,60,60,60,60,60,60,60,14632
253,60,60,60,60,60,60,60,60,60,60,54602
254,60,60,60,60,60,60,60,60,60,60,12054
255,60,60,60,60,60,60,60,60,60,60,13050
256,60,60,60,60,60,60,60,60,60,60,13006
257,60,60,60,60,60,60,60,60,60,60,19326
258,60,60,60,60,60,60,60,60,60,60,19772
259,60,60,60,60,60,60,60,60,60,60,19782
260,60,60,60,60,60,60,60,60,60,60,12484
261,60,60,60,60,60,60,60,60,60,60,15708
262,60,60,60,60,60,60,60,60,60,60,12358
263,60,60,60,60,60,60,60,60,60,60,14616
264,60,60,60,60,60,60,60,60,60,60,11058
265,60,60,60,60,60,60,60,60,60,60,12460
266,60,60,60,60,60,60,60,60,60,60,12716
267,60,60,60,60,60,60,60,60,60,60,12422
268,60,60,60,60,60,60,60,60,60,60,14002
269,60,60,60,60,60,60,60,60,60,60,12953
270,60,60,60,60,60,60,60,60,60,60,57549
271,60,60,60,60,60,60,60,60,60,60,15910
272,60,60,60,60,60,60,60,60,60,60,15610
273,60,60,60,60,60,60,60,60,60,60,19040
274,60,60,60,60,60,60,60,60,60,60,19037
275,60,60,60,60,60,60,60,60,60,60,19039
276,60,60,60,60,60,60,60,60,60,60,19038
277,60,60,60,60,60,60,60,60,60,60,12962
278,60,60,60,60,60,60,60,60,60,60,12961
279,60,60,60,60,60,60,60,60,60,60,17619
280,60,60,60,60,60,60,60,60,60,60,7505
281,60,60,60,60,60,60,60,60,60,60,17621
282,60,60,60,60,60,60,60,60,60,60,7405
283,60,60,60,60,60,60,60,60,60,60,14808
284,60,60,60,60,60,60,60,60,60,60,4805
285,60,60,60,60,60,60,60,60,60,60,12129
286,60,60,60,60,60,60,60,60,60,60,12130
287,60,60,60,60,60,60,60,60,60,60,12948
288,60,60,60,60,60,60,60,60,60,60,12947
289,60,60,60,60,60,60,60,60,60,60,15665
290,60,60,60,60,60,60,60,60,60,60,15666
291,60,60,60,60,60,60,60,60,60,60,18450
292,60,60,60,60,60,60,60,60,60,60,18449
293,60,60,60,60,60,60,60,60,60,60,13019
294,60,60,60,60,60,60,60,60,60,60,13020
295,60,60,60,60,60,60,60,60,60,60,12577
296,60,60,60,60,60,60,60,60,60,60,12578
297,60,60,60,60,60,60,60,60,60,60,74639
298,60,60,60,60,60,60,60,60,60,60,19452
299,60,60,60,60,60,60,60,60,60,60,6347
300,60,60,60,60,60,60,60,60,60,60,6542
301,60,60,60,60,60,60,60,60,60,60,12785
302,60,60,60,60,60,60,60,60,60,60,12609
303,60,60,60,60,60,60,60,60,60,60,6516
304,60,60,60,60,60,60,60,60,60,60,16525
305,60,60,60,60,60,60,60,60,60,60,16518
306,60,60,60,60,60,60,60,60,60,60,16524
307,60,60,60,60,60,60,60,60,60,60,6590
308,60,60,60,60,60,60,60,60,60,60,16228
309,60,60,60,60,60,60,60,60,60,60,17236
310,60,60,60,60,60,60,60,60,60,60,12678
311,60,60,60,60,60,60,60,60,60,60,16316
312,60,60,60,60,60,60,60,60,60,60,6029
313,60,60,60,60,60,60,60,60,60,60,12657
314,60,60,60,60,60,60,60,60,60,60,56263
315,60,60,60,60,60,60,60,60,60,60,22607
316,60,60,60,60,60,60,60,60,60,60,12683
317,60,60,60,60,60,60,60,60,60,60,12494
318,60,60,60,60,60,60,60,60,60,60,22694
319,60,60,60,60,60,60,60,60,60,60,22692
320,60,60,60,60,60,60,60,60,60,60,13241
321,60,60,60,60,60,60,60,60,60,60,15694
322,60,60,60,60,60,60,60,60,60,60,15693
323,60,60,60,60,60,60,60,60,60,60,14555
324,60,60,60,60,60,60,60,60,60,60,14556
325,60,60,60,60,60,60,60,60,60,60,14313
326,60,60,60,60,60,60,60,60,60,60,14322
327,60,60,60,60,60,60,60,60,60,60,28624
328,60,60,60,60,60,60,60,60,60,60,14888
329,60,60,60,60,60,60,60,60,60,60,14805
330,60,60,60,60,60,60,60,60,60,60,17307
331,60,60,60,60,60,60,60,60,60,60,17308
332,60,60,60,60,60,60,60,60,60,60,51029
333,60,60,60,60,60,60,60,60,60,60,18404
334,60,60,60,60,60,60,60,60,60,60,12021
335,60,60,60,60,60,60,60,60,60,60,12022
336,60,60,60,60,60,60,60,60,60,60,18415
337,60,60,60,60,60,60,60,60,60,60,12831
338,60,60,60,60,60,60,60,60,60,60,12892
339,60,60,60,60,60,60,60,60,60,60,18437
340,60,60,60,60,60,60,60,60,60,60,12830
341,60,60,60,60,60,60,60,60,60,60,1020
342,60,60,60,60,60,60,60,60,60,60,12281
343,60,60,60,60,60,60,60,60,60,60,12282
344,60,60,60,60,60,60,60,60,60,60,12894
345,60,60,60,60,60,60,60,60,60,60,12074
346,60,60,60,60,60,60,60,60,60,60,12073
347,60,60,60,60,60,60,60,60,60,60,12880
348,60,60,60,60,60,60,60,60,60,60,2815
349,60,60,60,60,60,60,60,60,60,60,22805
350,60,60,60,60,60,60,60,60,60,60,12898
351,60,60,60,60,60,60,60,60,60,60,8449
352,60,60,60,60,60,60,60,60,60,60,12582
353,60,60,60,60,60,60,60,60,60,60,22882
354,60,60,60,60,60,60,60,60,60,60,2882
355,60,60,60,60,60,60,60,60,60,60,22811
356,60,60,60,60,60,60,60,60,60,60,22823
357,60,60,60,60,60,60,60,60,60,60,18496
358,60,60,60,60,60,60,60,60,60,60,18106
359,60,60,60,60,60,60,60,60,60,60,22871
360,60,60,60,60,60,60,60,60,60,60,22879
361,60,60,60,60,60,60,60,60,60,60,2845
362,60,60,60,60,60,60,60,60,60,60,12845
363,60,60,60,60,60,60,60,60,60,60,9017
364,60,60,60,60,60,60,60,60,60,60,9007
365,60,60,60,60,60,60,60,60,60,60,12932
366,60,60,60,60,60,60,60,60,60,60,22210
367,60,60,60,60,60,60,60,60,60,60,12268
368,60,60,60,60,60,60,60,60,60,60,12955
369,60,60,60,60,60,60,60,60,60,60,4093
370,60,60,60,60,60,60,60,60,60,60,9003
371,60,60,60,60,60,60,60,60,60,60,14209
372,60,60,60,60,60,60,60,60,60,60,2904
373,60,60,60,60,60,60,60,60,60,60,22904
374,60,60,60,60,60,60,60,60,60,60,9027
375,60,60,60,60,60,60,60,60,60,60,9642
376,60,60,60,60,60,60,60,60,60,60,12995
377,60,60,60,60,60,60,60,60,60,60,9620
378,60,60,60,60,60,60,60,60,60,60,19065
379,60,60,60,60,60,60,60,60,60,60,19115
380,60,60,60,60,60,60,60,60,60,60,9023
381,60,60,60,60,60,60,60,60,60,60,22474
382,60,60,60,60,60,60,60,60,60,60,19203
383,60,60,60,60,60,60,60,60,60,60,9231
384,60,60,60,60,60,60,60,60,60,60,19029
385,60,60,60,60,60,60,60,60,60,60,12910
386,60,60,60,60,60,60,60,60,60,60,5034
387,60,60,60,60,60,60,60,60,60,60,2534
388,60,60,60,60,60,60,60,60,60,60,1654
389,60,60,60,60,60,60,60,60,60,60,22915
390,60,60,60,60,60,60,60,60,60,60,2915
391,60,60,60,60,60,60,60,60,60,60,9301
392,60,60,60,60,60,60,60,60,60,60,9029
393,60,60,60,60,60,60,60,60,60,60,11104
394,60,60,60,60,60,60,60,60,60,60,22933
395,60,60,60,60,60,60,60,60,60,60,9732
396,60,60,60,60,60,60,60,60,60,60,9033
397,60,60,60,60,60,60,60,60,60,60,19063
398,60,60,60,60,60,60,60,60,60,60,9063
399,60,60,60,60,60,60,60,60,60,60,22931
400,60,60,60,60,60,60,60,60,60,60,9045
401,60,60,60,60,60,60,60,60,60,60,9019
402,60,60,60,60,60,60,60,60,60,60,22444
403,60,60,60,60,60,60,60,60,60,60,19021
404,60,60,60,60,60,60,60,60,60,60,9009
405,60,60,60,60,60,60,60,60,60,60,12247
406,60,60,60,60,60,60,60,60,60,60,9561
407,60,60,60,60,60,60,60,60,60,60,19049
408,60,60,60,60,60,60,60,60,60,60,22935
409,60,60,60,60,60,60,60,60,60,60,9011
410,60,60,60,60,60,60,60,60,60,60,9061
411,60,60,60,60,60,60,60,60,60,60,12907
412,60,60,60,60,60,60,60,60,60,60,12935
413,60,60,60,60,60,60,60,60,60,60,14321
414,60,60,60,60,60,60,60,60,60,60,14236
415,60,60,60,60,60,60,60,60,60,60,54077
416,60,60,60,60,60,60,60,60,60,60,14320
417,60,60,60,60,60,60,60,60,60,60,4314
418,60,60,60,60,60,60,60,60,60,60,14308
419,60,60,60,60,60,60,60,60,60,60,14314
420,60,60,60,60,60,60,60,60,60,60,4918
421,60,60,60,60,60,60,60,60,60,60,12238
422,60,60,60,60,60,60,60,60,60,60,12237
423,60,60,60,60,60,60,60,60,60,60,18203
424,60,60,60,60,60,60,60,60,60,60,18204
425,60,60,60,60,60,60,60,60,60,60,14803
426,60,60,60,60,60,60,60,60,60,60,4803
427,60,60,60,60,60,60,60,60,60,60,9054
428,60,60,60,60,60,60,60,60,60,60,19066
429,60,60,60,60,60,60,60,60,60,60,18244
430,60,60,60,60,60,60,60,60,60,60,8244
431,60,60,60,60,60,60,60,60,60,60,15623
432,60,60,60,60,60,60,60,60,60,60,5623
433,60,60,60,60,60,60,60,60,60,60,16863
434,60,60,60,60,60,60,60,60,60,60,16533
435,60,60,60,60,60,60,60,60,60,60,16507
436,60,60,60,60,60,60,60,60,60,60,18574
437,60,60,60,60,60,60,60,60,60,60,11089
438,60,60,60,60,60,60,60,60,60,60,7327
439,60,60,60,60,60,60,60,60,60,60,22405
440,60,60,60,60,60,60,60,60,60,60,13423
441,60,60,60,60,60,60,60,60,60,60,3453
442,60,60,60,60,60,60,60,60,60,60,12335
443,60,60,60,60,60,60,60,60,60,60,13410
444,60,60,60,60,60,60,60,60,60,60,12349
445,60,60,60,60,60,60,60,60,60,60,3435
446,60,60,60,60,60,60,60,60,60,60,18604
447,60,60,60,60,60,60,60,60,60,60,19048
448,60,60,60,60,60,60,60,60,60,60,8104
449,60,60,60,60,60,60,60,60,60,60,12891
450,60,60,60,60,60,60,60,60,60,60,12336
451,60,60,60,60,60,60,60,60,60,60,13104
452,60,60,60,60,60,60,60,60,60,60,13103
453,60,60,60,60,60,60,60,60,60,60,17233
454,60,60,60,60,60,60,60,60,60,60,17234
455,60,60,60,60,60,60,60,60,60,60,12971
456,60,60,60,60,60,60,60,60,60,60,59208
457,60,60,60,60,60,60,60,60,60,60,59828
458,60,60,60,60,60,60,60,60,60,60,12155
459,60,60,60,60,60,60,60,60,60,60,12156
460,60,60,60,60,60,60,60,60,60,60,59389
461,60,60,60,60,60,60,60,60,60,60,12002
462,60,60,60,60,60,60,60,60,60,60,13015
463,60,60,60,60,60,60,60,60,60,60,12846
464,60,60,60,60,60,60,60,60,60,60,18495
465,60,60,60,60,60,60,60,60,60,60,12829
466,60,60,60,60,60,60,60,60,60,60,22903
467,60,60,60,60,60,60,60,60,60,60,19116
468,60,60,60,60,60,60,60,60,60,60,9024
469,60,60,60,60,60,60,60,60,60,60,9458
470,60,60,60,60,60,60,60,60,60,60,12960
471,60,60,60,60,60,60,60,60,60,60,11091
472,60,60,60,60,60,60,60,60,60,60,22829
473,60,60,60,60,60,60,60,60,60,60,59013
474,60,60,60,60,60,60,60,60,60,60,59075
475,60,60,60,60,60,60,60,60,60,60,59077
476,60,60,60,60,60,60,60,60,60,60,17009
477,60,60,60,60,60,60,60,60,60,60,11076
478,60,60,60,60,60,60,60,60,60,60,16572
479,60,60,60,60,60,60,60,60,60,60,12565
480,60,60,60,60,60,60,60,60,60,60,12566
481,60,60,60,60,60,60,60,60,60,60,6535
482,60,60,60,60,60,60,60,60,60,60,22476
483,60,60,60,60,60,60,60,60,60,60,6013
484,60,60,60,60,60,60,60,60,60,60,16312
485,60,60,60,60,60,60,60,60,60,60,18235
486,60,60,60,60,60,60,60,60,60,60,12852
487,60,60,60,60,60,60,60,60,60,60,12442
488,60,60,60,60,60,60,60,60,60,60,21126
489,60,60,60,60,60,60,60,60,60,60,59822
490,60,60,60,60,60,60,60,60,60,60,51030
491,60,60,60,60,60,60,60,60,60,60,5285
492,60,60,60,60,60,60,60,60,60,60,15231
493,60,60,60,60,60,60,60,60,60,60,11123
494,60,60,60,60,60,60,60,60,60,60,15203
495,60,60,60,60,60,60,60,60,60,60,5231
496,60,60,60,60,60,60,60,60,60,60,4021
497,60,60,60,60,60,60,60,60,60,60,4701
498,60,60,60,60,60,60,60,60,60,60,22631
499,60,60,60,60,60,60,60,60,60,60,22473
500,60,60,60,60,60,60,60,60,60,60,9008
501,60,60,60,60,60,60,60,60,60,60,4737
502,60,60,60,60,60,60,60,60,60,60,18246
503,60,60,60,60,60,60,60,60,60,60,8246
504,60,60,60,60,60,60,60,60,60,60,22475
505,60,60,60,60,60,60,60,60,60,60,12489
506,60,60,60,60,60,60,60,60,60,60,12458
507,60,60,60,60,60,60,60,60,60,60,12456
508,60,60,60,60,60,60,60,60,60,60,25631
509,60,60,60,60,60,60,60,60,60,60,4735
510,60,60,60,60,60,60,60,60,60,60,22308
511,60,60,60,60,60,60,60,60,60,60,22472
512,60,60,60,60,60,60,60,60,60,60,12467
513,60,60,60,60,60,60,60,60,60,60,14702
514,60,60,60,60,60,60,60,60,60,60,16311
515,60,60,60,60,60,60,60,60,60,60,12495
516,60,60,60,60,60,60,60,60,60,60,22632
517,60,60,60,60,60,60,60,60,60,60,6014
518,60,60,60,60,60,60,60,60,60,60,17624
519,60,60,60,60,60,60,60,60,60,60,7038
520,60,60,60,60,60,60,60,60,60,60,4739
521,60,60,60,60,60,60,60,60,60,60,14709
522,60,60,60,60,60,60,60,60,60,60,4741
523,60,60,60,60,60,60,60,60,60,60,17038
524,60,60,60,60,60,60,60,60,60,60,4732
525,60,60,60,60,60,60,60,60,60,60,16588
526,60,60,60,60,60,60,60,60,60,60,2692
527,60,60,60,60,60,60,60,60,60,60,6588
528,60,60,60,60,60,60,60,60,60,60,58014
529,60,60,60,60,60,60,60,60,60,60,9053
530,60,60,60,60,60,60,60,60,60,60,22909
531,60,60,60,60,60,60,60,60,60,60,12583
532,60,60,60,60,60,60,60,60,60,60,4738
533,60,60,60,60,60,60,60,60,60,60,12911
534,60,60,60,60,60,60,60,60,60,60,19055
535,60,60,60,60,60,60,60,60,60,60,19052
536,60,60,60,60,60,60,60,60,60,60,9057
537,60,60,60,60,60,60,60,60,60,60,22387
538,60,60,60,60,60,60,60,60,60,60,22388
539,60,60,60,60,60,60,60,60,60,60,12893
540,60,60,60,60,60,60,60,60,60,60,13064
541,60,60,60,60,60,60,60,60,60,60,13162
542,60,60,60,60,60,60,60,60,60,60,4973
543,60,60,60,60,60,60,60,60,60,60,15631
544,60,60,60,60,60,60,60,60,60,60,24888
545,60,60,60,60,60,60,60,60,60,60,14806
546,60,60,60,60,60,60,60,60,60,60,2509
547,60,60,60,60,60,60,60,60,60,60,2353
548,60,60,60,60,60,60,60,60,60,60,2659
549,60,60,60,60,60,60,60,60,60,60,2657
550,60,60,60,60,60,60,60,60,60,60,4724
551,60,60,60,60,60,60,60,60,60,60,3174
552,60,60,60,60,60,60,60,60,60,60,57129
553,60,60,60,60,60,60,60,60,60,60,13137
554,60,60,60,60,60,60,60,60,60,60,13118
555,60,60,60,60,60,60,60,60,60,60,22186
556,60,60,60,60,60,60,60,60,60,60,13026
